         1070383 function calls (1039921 primitive calls) in 7.628 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       84    0.000    0.000    0.016    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/ticker.py:442(__init__)
       84    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/ticker.py:469(set_useOffset)
       84    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/ticker.py:515(set_useLocale)
       84    0.001    0.000    0.015    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/ticker.py:548(set_useMathText)
       84    0.000    0.000    0.005    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/ticker.py:1974(__init__)
       84    0.001    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/ticker.py:2015(_validate_steps)
       84    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/ticker.py:2030(_staircase)
       84    0.001    0.000    0.005    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/ticker.py:2036(set_params)
       84    0.000    0.000    0.006    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/ticker.py:2906(__init__)
       84    0.000    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:385(extents)
       84    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/__init__.py:275(wrapper)
       84    0.000    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:553(_get_data_path)
       84    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/function_base.py:1316(_diff_dispatcher)
       84    0.001    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/function_base.py:1320(diff)
       84    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(diff)
       84    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       81    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:734(_validate)
       81    0.000    0.000    0.004    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1519(_notify_observers)
       80    0.000    0.000    0.010    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:221(get_text_width_height_descent)
       80    0.000    0.000    0.011    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/text.py:101(_get_text_metrics_with_cache_impl)
       80    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
       78    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1362(depth)
       77    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:379(bounds)
       72    0.000    0.000    0.024    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:861(clear)
       72    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:1671(set_units)
       72    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:2097(_get_ticks_position)
       72    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:2134(get_label_position)
       72    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:2393(get_ticks_position)
       72    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/patches.py:330(set_edgecolor)
       72    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/patches.py:348(set_facecolor)
       72    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/cycler.py:165(keys)
       70    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       70    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       69    0.004    0.000    0.004    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       69    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2146(validate)
       68    0.001    0.000    0.001    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       68    0.001    0.000    0.011    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:200(draw_text)
       68    0.000    0.000    0.053    0.001 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:1497(_copy_tick_props)
       68    0.001    0.000    0.007    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/patches.py:531(_draw_paths_with_artist_properties)
       68    0.000    0.000    0.011    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/patches.py:580(draw)
       68    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
       68    0.001    0.000    0.001    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
       67    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
       64    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
       64    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/patches.py:382(set_linewidth)
       64    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:119(_weak_or_strong_ref)
       64    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:221(connect)
    64/13    0.000    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/config/configurable.py:131(_find_my_config)
       64    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/config/loader.py:240(__init__)
       64    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/config/loader.py:244(_ensure_subconfig)
       64    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2962(<genexpr>)
       64    0.000    0.000    0.000    0.000 /usr/lib/python3.10/weakref.py:47(__new__)
       62    0.007    0.000    0.007    0.000 {method 'acquire' of '_thread.lock' objects}
       62    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2656(get_matrix)
       60    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/spines.py:583(__iter__)
       60    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/cycler.py:386(<dictcomp>)
       60    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/cycler.py:364(by_key)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:839(values)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:857(__init__)
       59    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       59    0.000    0.000    0.000    0.000 {built-in method posix.stat}
       59    0.001    0.000    0.111    0.002 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:482(__init__)
       59    0.000    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:504(_get_text1_transform)
       59    0.000    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:507(_get_text2_transform)
       59    0.000    0.000    0.005    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:510(_apply_tickdir)
       59    0.000    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:975(get_yaxis_text1_transform)
       59    0.000    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:1001(get_yaxis_text2_transform)
       59    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/markers.py:791(_set_tickleft)
       59    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/markers.py:797(_set_tickright)
       59    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:191(isclass)
       58    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       58    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/patches.py:454(set_capstyle)
       57    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/numeric.py:1878(isscalar)
       56    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       56    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:106(__init__)
       56    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/_binary.py:101(o32be)
       56    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/ma/core.py:587(filled)
       55    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1237(__get__)
       54    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:4307(get_children)
       54    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/spines.py:586(__len__)
       54    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/arraysetops.py:630(<genexpr>)
       54    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/getlimits.py:668(__init__)
       54    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1800(has_trait)
       54    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1848(_get_trait_default_generator)
       54    0.000    0.000    0.005    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1860(trait_defaults)
       54    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:860(__len__)
    52/39    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2396(__eq__)
    52/26    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2409(<lambda>)
       52    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2431(transform_path_non_affine)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
       51    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:464(<genexpr>)
       51    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:69(as_list)
       51    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:2652(axes)
       50    0.000    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:1596(update_units)
       50    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:1719(safe_isfinite)
       49    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       49    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/lib/pretty.py:321(_get_mro)
       49    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2630(__init__)
       48    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       48    0.000    0.000    0.044    0.001 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:917(set_tick_params)
       48    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:995(<dictcomp>)
       48    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:956(_translate_tick_params)
       48    0.000    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:1262(<genexpr>)
       48    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:2043(<listcomp>)
       48    0.001    0.000    0.140    0.003 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:2035(_get_tick_boxes_siblings)
       48    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:1123(get_axes_locator)
       48    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:3592(_validate_converted_limits)
       48    0.000    0.000    0.006    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/spines.py:284(draw)
       48    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:1438(is_dashed)
       48    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/ticker.py:683(get_offset)
       48    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1836(is_separable)
       48    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2328(blended_transform_factory)
       48    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:238(_connect_picklable)
       48    0.000    0.000    0.810    0.017 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:217(catch_format_error)
       48    0.000    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/decorator.py:199(fix)
       48    0.000    0.000    0.812    0.017 /home/speersm/.local/lib/python3.10/site-packages/decorator.py:229(fun)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2780(args)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2803(kwargs)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2833(apply_defaults)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       47    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:616(default)
